,카테고리,time,강수량,일조합(hr),일조율(%),평균기온(℃),최고기온(℃),계절
7550,양식,2024-02-28,0.0,1.7,15.0,6.4,10.1,겨울
7551,양식,2024-05-25,0.0,2.3,15.9,21.4,24.7,봄
7552,양식,2024-05-04,0.0,12.5,89.9,21.4,28.5,봄
7553,양식,2024-02-23,0.4,5.8,52.3,1.8,6.1,겨울
7554,양식,2023-12-09,0.0,0.8,8.2,13.7,16.2,겨울
7555,양식,2024-03-05,0.0,0.1,0.9,8.0,11.0,봄
7556,양식,2023-12-03,0.0,9.1,92.9,0.8,6.0,겨울
7557,양식,2023-11-30,0.0,9.2,93.9,-4.3,-0.5,가을
7558,양식,2024-03-06,0.0,2.3,19.8,6.2,10.3,봄
7559,양식,2024-02-17,0.0,8.7,79.8,4.4,11.7,겨울
7560,양식,2023-09-08,0.0,12.0,94.5,25.3,30.5,가을
7561,양식,2024-01-01,0.0,4.3,44.8,3.3,7.3,겨울
7562,양식,2023-11-25,0.0,9.1,91.9,-1.3,4.0,가을
7563,양식,2024-01-20,0.4,0.0,0.0,3.4,4.9,겨울
7564,양식,2023-07-31,0.3,6.5,46.1,28.7,33.4,여름
7565,양식,2023-08-11,46.7,0.0,0.0,23.5,24.9,여름
7566,양식,2023-12-02,0.0,4.0,40.8,2.0,8.0,겨울
7567,양식,2023-06-23,0.0,5.3,35.8,24.4,29.9,여름
7568,양식,2023-09-04,0.3,0.7,5.4,27.0,30.2,가을
7569,양식,2023-09-08,0.0,12.0,94.5,25.3,30.5,가을
7570,양식,2023-09-23,0.0,10.9,89.3,21.8,27.6,가을
7571,양식,2023-12-09,0.0,0.8,8.2,13.7,16.2,겨울
7572,양식,2023-07-22,12.3,6.4,44.4,27.7,32.5,여름
7573,양식,2024-06-01,0.0,9.4,64.4,20.7,25.2,여름
7574,양식,2023-06-23,0.0,5.3,35.8,24.4,29.9,여름
7575,양식,2023-07-12,0.7,1.2,8.2,25.8,29.1,여름
7576,양식,2023-11-03,8.5,1.2,11.3,19.5,22.4,가을
7577,양식,2023-11-02,0.0,8.0,75.5,20.8,25.9,가을
7578,양식,2023-11-09,5.1,2.1,20.2,11.4,18.4,가을
7579,양식,2024-05-06,12.3,0.0,0.0,13.9,15.7,봄
7580,양식,2023-09-13,15.9,0.0,0.0,22.1,24.6,가을
7581,양식,2023-10-13,0.0,2.5,21.9,17.5,21.5,가을
7582,양식,2023-11-08,0.0,9.4,90.4,8.4,16.1,가을
7583,양식,2023-07-19,0.0,11.5,79.9,27.2,32.4,여름
7584,양식,2023-05-29,2.3,4.1,28.3,23.2,28.5,봄
7585,양식,2023-09-21,0.0,2.4,19.7,20.1,23.6,가을
7586,양식,2024-02-04,0.0,4.6,44.2,7.3,12.2,겨울
7587,양식,2023-09-15,2.1,0.1,0.8,22.3,24.3,가을
7588,양식,2023-07-09,47.5,1.1,7.5,24.7,27.0,여름
7589,양식,2023-05-23,0.0,13.2,91.7,20.5,26.9,봄
7590,양식,2023-03-12,5.6,0.8,6.8,5.9,12.6,봄
7591,양식,2023-08-22,42.6,1.3,9.7,27.6,32.2,여름
7592,양식,2023-10-28,0.0,9.7,89.8,14.2,20.7,가을
7593,양식,2023-05-28,41.8,0.0,0.0,19.2,20.2,봄
7594,양식,2023-06-14,30.6,4.2,28.4,20.6,25.0,여름
7595,양식,2023-04-19,0.0,12.3,92.5,19.1,28.4,봄
7596,양식,2023-05-11,0.0,12.9,91.5,19.5,26.7,봄
7597,양식,2023-09-08,0.0,12.0,94.5,25.3,30.5,가을
7598,양식,2023-07-15,2.3,0.0,0.0,24.5,25.7,여름
7599,양식,2023-03-05,0.0,10.1,87.8,8.0,15.4,봄
7600,양식,2023-06-10,0.8,5.6,38.1,23.2,28.5,여름
7601,양식,2023-07-07,0.0,8.7,59.2,26.7,31.4,여름
7602,양식,2023-01-25,0.0,9.4,93.1,-11.3,-5.4,겨울
7603,양식,2023-08-14,0.0,3.9,28.5,28.1,31.9,여름
7604,양식,2023-04-26,0.0,4.1,30.1,10.2,13.5,봄
7605,양식,2023-04-20,0.5,0.0,0.0,15.8,18.9,봄
7606,브런치,2024-06-22,16.5,0.0,0.0,24.2,26.1,여름
7607,브런치,2024-05-26,8.7,3.1,21.4,19.9,23.7,봄
7608,브런치,2024-05-06,12.3,0.0,0.0,13.9,15.7,봄
7609,브런치,2024-05-28,0.0,11.1,76.6,20.4,26.1,봄
7610,브런치,2024-02-22,8.8,0.0,0.0,0.2,1.6,겨울
7611,브런치,2024-04-06,0.0,6.6,51.6,12.7,18.9,봄
7612,브런치,2024-06-16,0.0,13.2,89.2,24.3,29.5,여름
7613,브런치,2024-07-05,4.1,1.4,9.5,23.4,26.1,여름
7614,브런치,2024-05-19,0.0,12.6,88.1,21.5,27.9,봄
7615,브런치,2024-05-02,0.0,12.8,92.8,18.1,23.7,봄
7616,브런치,2024-01-13,0.0,9.1,92.9,0.4,6.4,겨울
7617,브런치,2024-05-09,0.0,12.8,91.4,16.1,21.8,봄
7618,브런치,2024-05-08,0.0,11.0,78.6,14.7,21.4,봄
7619,브런치,2024-04-12,0.0,9.8,74.8,17.2,24.2,봄
7620,브런치,2024-03-13,0.0,10.9,91.6,6.5,12.0,봄
7621,브런치,2024-03-03,0.0,6.6,57.4,4.0,7.8,봄
7622,브런치,2023-12-29,0.0,1.8,18.8,1.3,4.6,겨울
7623,브런치,2024-03-29,1.4,2.5,20.0,7.6,12.3,봄
7624,브런치,2024-03-16,0.0,8.3,69.2,10.9,18.3,봄
7625,브런치,2023-11-24,0.0,8.6,86.9,-1.5,2.2,가을
7626,브런치,2024-04-07,0.0,11.4,88.4,14.8,23.4,봄
7627,브런치,2023-12-29,0.0,1.8,18.8,1.3,4.6,겨울
7628,브런치,2024-01-08,0.0,8.3,85.6,-4.7,0.0,겨울
7629,브런치,2023-09-05,0.0,7.0,54.3,28.5,32.8,가을
7630,브런치,2024-03-20,0.0,9.0,74.4,4.4,8.7,봄
7631,브런치,2024-03-24,0.0,8.1,65.9,16.2,23.4,봄
7632,브런치,2024-03-24,0.0,8.1,65.9,16.2,23.4,봄
7633,브런치,2023-11-08,0.0,9.4,90.4,8.4,16.1,가을
7634,브런치,2024-03-08,0.0,10.4,88.9,2.1,6.5,봄
7635,브런치,2023-09-02,0.0,11.3,86.9,25.4,30.8,가을
7636,브런치,2024-03-25,5.1,0.0,0.0,10.6,14.5,봄
7637,브런치,2024-02-18,17.1,1.1,10.1,6.2,9.4,겨울
7638,브런치,2023-09-29,0.0,5.5,46.2,21.1,26.9,가을
7639,브런치,2023-12-23,0.0,8.9,92.7,-6.8,-0.9,겨울
7640,브런치,2023-10-23,0.0,6.5,59.1,15.2,21.4,가을
7641,브런치,2023-08-06,4.9,3.8,27.3,29.8,33.0,여름
7642,브런치,2023-10-12,0.0,7.3,64.0,17.5,24.1,가을
7643,브런치,2023-12-24,1.1,6.9,71.9,-2.2,3.0,겨울
7644,브런치,2023-11-05,10.4,0.0,0.0,17.3,20.4,가을
7645,브런치,2023-08-31,0.0,7.0,53.4,23.9,28.9,여름
7646,브런치,2023-10-03,0.0,3.0,25.6,17.5,22.5,가을
7647,브런치,2023-08-29,54.8,0.0,0.0,23.9,25.5,여름
7648,브런치,2023-07-03,0.0,8.8,59.9,29.1,34.9,여름
7649,브런치,2023-08-21,0.0,6.4,47.8,29.5,33.6,여름
7650,브런치,2023-10-07,0.0,5.2,44.8,16.8,21.2,가을
7651,브런치,2023-08-14,0.0,3.9,28.5,28.1,31.9,여름
7652,브런치,2024-01-10,0.0,5.0,51.0,-1.0,3.3,겨울
7653,브런치,2023-10-12,0.0,7.3,64.0,17.5,24.1,가을
7654,브런치,2023-12-12,0.4,3.5,36.5,5.4,9.3,겨울
7655,브런치,2023-10-08,0.0,0.0,0.0,17.1,19.5,가을
7656,브런치,2023-10-03,0.0,3.0,25.6,17.5,22.5,가을
7657,브런치,2023-10-04,14.7,5.3,45.3,17.3,23.2,가을
7658,브런치,2023-09-09,0.0,10.9,85.8,25.8,31.2,가을
7659,브런치,2023-10-09,1.2,4.2,36.5,17.4,22.4,가을
7660,브런치,2023-07-16,9.7,0.0,0.0,24.6,25.4,여름
7661,브런치,2023-05-21,0.2,5.8,40.6,17.8,21.9,봄
7662,브런치,2023-11-02,0.0,8.0,75.5,20.8,25.9,가을
7663,브런치,2023-07-07,0.0,8.7,59.2,26.7,31.4,여름
7664,브런치,2023-12-09,0.0,0.8,8.2,13.7,16.2,겨울
7665,브런치,2023-11-05,10.4,0.0,0.0,17.3,20.4,가을
7666,브런치,2023-08-07,0.0,5.8,41.7,30.4,34.6,여름
7667,브런치,2023-06-29,63.8,0.0,0.0,24.2,25.9,여름
7668,브런치,2023-07-26,1.0,3.0,21.0,27.6,31.1,여름
7669,브런치,2023-08-18,0.1,7.3,54.1,29.1,33.3,여름
7670,브런치,2023-05-20,0.0,9.7,67.8,21.2,26.7,봄
7671,브런치,2023-07-09,47.5,1.1,7.5,24.7,27.0,여름
7672,브런치,2023-07-06,0.0,8.8,59.9,27.3,31.8,여름
7673,브런치,2023-07-02,0.0,4.3,29.3,26.7,30.6,여름
7674,브런치,2023-08-18,0.1,7.3,54.1,29.1,33.3,여름
7675,브런치,2023-09-01,0.0,12.1,93.1,24.5,29.6,가을
7676,브런치,2023-07-29,0.0,6.8,47.9,29.1,33.3,여름
7677,브런치,2023-06-04,0.0,11.1,76.0,22.1,28.0,여름
7678,브런치,2023-03-18,0.0,9.9,82.5,7.7,14.0,봄
7679,브런치,2023-05-27,31.8,0.0,0.0,19.3,20.7,봄
7680,브런치,2023-03-12,5.6,0.8,6.8,5.9,12.6,봄
7681,브런치,2023-06-16,0.0,12.5,84.5,23.7,28.9,여름
7682,브런치,2023-06-11,32.2,6.4,43.5,22.1,27.3,여름
7683,브런치,2023-06-03,0.0,13.3,91.1,22.0,27.8,여름
7684,브런치,2023-02-07,0.0,6.4,61.0,3.5,9.5,겨울
7685,브런치,2023-07-29,0.0,6.8,47.9,29.1,33.3,여름
7686,브런치,2023-03-18,0.0,9.9,82.5,7.7,14.0,봄
7687,브런치,2023-07-29,0.0,6.8,47.9,29.1,33.3,여름
7688,브런치,2023-05-14,0.0,9.6,67.6,18.1,23.8,봄
7689,브런치,2023-09-16,38.7,0.1,0.8,23.9,26.6,가을
7690,브런치,2023-05-21,0.2,5.8,40.6,17.8,21.9,봄
7691,브런치,2023-03-05,0.0,10.1,87.8,8.0,15.4,봄
7692,브런치,2023-04-03,0.0,11.0,86.6,19.0,25.9,봄
7693,브런치,2023-03-24,0.0,6.6,53.7,12.5,18.3,봄
7694,브런치,2023-03-25,0.0,5.7,46.3,12.5,18.7,봄
7695,브런치,2023-06-30,1.0,1.4,9.5,25.3,29.1,여름
7696,이탈리아음식,2024-06-18,0.0,13.4,90.5,26.0,32.9,여름
7697,이탈리아음식,2023-12-19,0.3,0.8,8.3,-3.7,0.2,겨울
7698,이탈리아음식,2023-06-18,0.0,12.3,83.1,25.9,32.6,여름
7699,이탈리아음식,2023-01-29,0.0,5.2,51.0,-1.8,4.9,겨울
7700,이탈리아음식,2022-12-30,0.0,7.9,82.3,-1.8,2.3,겨울
7701,이탈리아음식,2022-11-04,0.0,9.6,91.4,4.9,9.8,가을
7702,이탈리아음식,2022-12-06,0.1,4.8,49.5,0.9,5.3,겨울
7703,이탈리아음식,2022-12-02,0.0,9.0,91.8,-2.5,3.0,겨울
7704,이탈리아음식,2022-07-31,47.2,0.0,0.0,27.2,29.0,여름
7705,이탈리아음식,2022-10-01,0.0,7.9,66.9,20.9,27.6,가을
7706,일식당,2024-06-19,0.0,13.0,87.8,28.8,35.8,여름
7707,일식당,2024-05-30,0.0,0.6,4.1,20.7,24.6,봄
7708,일식당,2024-05-04,0.0,12.5,89.9,21.4,28.5,봄
7709,일식당,2024-06-15,6.1,3.4,23.0,24.2,28.2,여름
7710,일식당,2024-04-04,0.0,3.6,28.1,15.5,20.3,봄
7711,일식당,2024-05-25,0.0,2.3,15.9,21.4,24.7,봄
7712,일식당,2024-04-14,0.0,11.7,89.3,20.8,29.4,봄
7713,일식당,2024-02-17,0.0,8.7,79.8,4.4,11.7,겨울
7714,일식당,2024-06-18,0.0,13.4,90.5,26.0,32.9,여름
7715,일식당,2024-02-26,0.0,6.8,60.7,3.8,9.7,겨울
7716,일식당,2024-07-03,0.8,0.6,4.1,24.7,25.9,여름
7717,일식당,2024-05-30,0.0,0.6,4.1,20.7,24.6,봄
7718,일식당,2024-04-19,0.0,10.4,78.2,17.6,24.3,봄
7719,일식당,2024-06-22,16.5,0.0,0.0,24.2,26.1,여름
7720,일식당,2024-05-10,0.0,12.5,88.7,17.9,23.8,봄
7721,일식당,2024-01-21,0.4,0.0,0.0,1.7,4.3,겨울
7722,일식당,2024-02-25,1.8,0.9,8.0,2.8,5.9,겨울
7723,일식당,2024-05-18,0.0,11.3,79.0,20.7,26.5,봄
7724,일식당,2024-06-07,0.8,7.1,48.3,23.1,28.0,여름
7725,일식당,2024-06-12,0.0,11.3,76.9,24.8,31.8,여름
7726,일식당,2024-03-30,0.0,5.4,43.2,8.8,15.6,봄
7727,일식당,2024-03-04,0.0,9.5,82.6,5.4,11.7,봄
7728,일식당,2023-12-10,0.0,6.765051162790696,0.0,11.4,15.5,겨울
7729,일식당,2024-04-22,0.0,4.6,34.3,18.8,24.1,봄
7730,일식당,2024-06-04,0.0,13.5,92.5,22.8,29.3,여름
7731,일식당,2024-03-09,0.0,10.9,93.2,2.0,7.1,봄
7732,일식당,2024-06-21,0.0,10.3,69.6,28.1,33.9,여름
7733,일식당,2024-06-01,0.0,9.4,64.4,20.7,25.2,여름
7734,일식당,2024-05-04,0.0,12.5,89.9,21.4,28.5,봄
7735,일식당,2023-11-08,0.0,9.4,90.4,8.4,16.1,가을
7736,일식당,2024-04-09,0.0,11.9,92.2,15.3,20.8,봄
7737,일식당,2024-04-06,0.0,6.6,51.6,12.7,18.9,봄
7738,일식당,2023-12-29,0.0,1.8,18.8,1.3,4.6,겨울
7739,일식당,2023-11-12,0.0,9.5,92.2,1.2,5.7,가을
7740,일식당,2023-10-18,0.0,8.3,74.1,15.7,21.6,가을
7741,일식당,2024-05-16,0.1,13.1,92.3,13.7,19.8,봄
7742,일식당,2023-10-11,0.0,10.0,87.7,17.6,24.0,가을
7743,일식당,2024-04-20,4.8,0.0,0.0,14.9,17.2,봄
7744,일식당,2024-04-12,0.0,9.8,74.8,17.2,24.2,봄
7745,일식당,2024-02-14,0.0,4.0,37.0,12.9,18.3,겨울
7746,일식당,2023-12-29,0.0,1.8,18.8,1.3,4.6,겨울
7747,일식당,2023-11-06,45.8,0.8,7.6,13.3,19.3,가을
7748,일식당,2023-11-26,0.0,1.4,14.1,4.0,7.2,가을
7749,일식당,2023-10-12,0.0,7.3,64.0,17.5,24.1,가을
7750,일식당,2024-05-12,0.0,11.4,80.9,16.6,21.6,봄
7751,일식당,2023-11-02,0.0,8.0,75.5,20.8,25.9,가을
7752,일식당,2024-04-05,0.0,6.2,48.4,14.0,18.8,봄
7753,일식당,2023-12-21,0.0,9.0,93.8,-11.7,-8.0,겨울
7754,일식당,2024-04-05,0.0,6.2,48.4,14.0,18.8,봄
7755,일식당,2024-04-16,2.3,3.7,28.0,13.3,17.9,봄
7756,일식당,2024-04-24,9.0,1.9,14.1,13.2,16.5,봄
7757,일식당,2023-11-12,0.0,9.5,92.2,1.2,5.7,가을
7758,일식당,2023-10-22,0.0,8.6,78.2,12.5,18.7,가을
7759,일식당,2023-12-24,1.1,6.9,71.9,-2.2,3.0,겨울
7760,일식당,2024-04-19,0.0,10.4,78.2,17.6,24.3,봄
7761,일식당,2023-10-08,0.0,0.0,0.0,17.1,19.5,가을
7762,일식당,2023-11-26,0.0,1.4,14.1,4.0,7.2,가을
7763,일식당,2023-12-28,0.0,8.1,84.4,1.2,4.4,겨울
7764,일식당,2023-10-15,0.0,6.1,54.0,16.1,21.2,가을
7765,일식당,2024-03-03,0.0,6.6,57.4,4.0,7.8,봄
7766,일식당,2023-11-26,0.0,1.4,14.1,4.0,7.2,가을
7767,일식당,2024-04-01,0.0,11.5,91.3,12.2,19.0,봄
7768,일식당,2024-05-11,31.7,0.1,0.7,17.0,22.0,봄
7769,일식당,2023-10-19,8.2,0.0,0.0,17.0,18.9,가을
7770,일식당,2023-09-16,38.7,0.1,0.8,23.9,26.6,가을
7771,일식당,2023-10-22,0.0,8.6,78.2,12.5,18.7,가을
7772,일식당,2023-11-28,0.0,6.3,64.3,1.3,5.2,가을
7773,일식당,2024-02-25,1.8,0.9,8.0,2.8,5.9,겨울
7774,일식당,2023-11-12,0.0,9.5,92.2,1.2,5.7,가을
7775,일식당,2023-10-30,0.0,9.3,86.9,15.1,21.9,가을
7776,일식당,2023-10-19,8.2,0.0,0.0,17.0,18.9,가을
7777,일식당,2023-10-20,0.0,10.1,91.0,11.6,15.1,가을
7778,일식당,2023-09-17,3.0,3.3,26.6,24.7,28.0,가을
7779,일식당,2023-12-01,0.0,9.2,93.9,-3.2,0.7,겨울
7780,일식당,2023-10-22,0.0,8.6,78.2,12.5,18.7,가을
7781,일식당,2023-10-22,0.0,8.6,78.2,12.5,18.7,가을
7782,일식당,2023-10-15,0.0,6.1,54.0,16.1,21.2,가을
7783,일식당,2024-01-05,0.0,5.7,58.8,5.0,9.1,겨울
7784,일식당,2023-10-10,0.0,10.6,92.2,17.1,23.5,가을
7785,일식당,2023-11-09,5.1,2.1,20.2,11.4,18.4,가을
7786,일식당,2023-10-17,0.0,10.4,92.9,13.8,20.9,가을
7787,일식당,2023-11-01,0.0,0.0,0.0,19.0,20.6,가을
7788,일식당,2023-09-25,1.9,1.3,10.7,21.6,26.0,가을
7789,일식당,2023-10-24,0.0,3.7,33.9,15.6,19.3,가을
7790,일식당,2023-10-29,0.0,9.7,89.8,14.9,21.8,가을
7791,일식당,2023-10-01,0.0,10.4,88.1,18.4,23.7,가을
7792,일식당,2023-09-18,0.0,4.9,39.5,24.7,28.9,가을
7793,일식당,2024-01-24,0.0,9.3,92.1,-8.0,-3.7,겨울
7794,일식당,2024-01-28,0.0,8.0,78.4,-1.5,3.8,겨울
7795,일식당,2023-09-03,0.1,1.9,14.7,25.8,28.8,가을
7796,일식당,2023-07-30,25.0,9.1,64.1,28.8,34.9,여름
7797,일식당,2023-07-13,91.6,0.0,0.0,25.2,26.5,여름
7798,일식당,2023-10-21,1.1,8.6,77.5,10.4,16.6,가을
7799,일식당,2023-07-17,1.4,0.4,2.8,25.5,27.8,여름
7800,일식당,2024-02-05,3.9,0.0,0.0,2.7,6.6,겨울
7801,일식당,2023-10-04,14.7,5.3,45.3,17.3,23.2,가을
7802,일식당,2023-07-20,0.0,9.9,68.8,27.9,32.8,여름
7803,일식당,2024-01-18,0.5,6.3,63.6,4.5,9.4,겨울
7804,한식,2024-06-30,32.2,0.0,0.0,23.5,24.9,여름
7805,한식,2024-06-20,0.0,12.1,81.8,29.4,35.4,여름
7806,한식,2024-05-18,0.0,11.3,79.0,20.7,26.5,봄
7807,한식,2024-04-17,0.0,10.3,77.4,15.0,21.8,봄
7808,한식,2024-04-06,0.0,6.6,51.6,12.7,18.9,봄
7809,한식,2024-06-19,0.0,13.0,87.8,28.8,35.8,여름
7810,한식,2024-04-23,0.0,6.0,44.4,17.3,24.2,봄
7811,한식,2024-01-14,3.1,0.7,7.1,-0.6,2.4,겨울
7812,한식,2024-04-06,0.0,6.6,51.6,12.7,18.9,봄
7813,한식,2024-03-18,0.0,10.6,87.6,7.1,13.2,봄
7814,한식,2024-01-13,0.0,9.1,92.9,0.4,6.4,겨울
7815,한식,2023-12-21,0.0,9.0,93.8,-11.7,-8.0,겨울
7816,한식,2024-04-06,0.0,6.6,51.6,12.7,18.9,봄
7817,한식,2023-11-23,0.1,5.0,50.0,9.9,14.6,가을
7818,한식,2024-04-28,0.0,11.4,83.2,20.7,28.9,봄
7819,한식,2024-05-17,0.0,10.8,75.5,18.3,24.9,봄
7820,한식,2023-10-31,0.0,5.2,48.6,16.5,20.8,가을
7821,한식,2024-01-10,0.0,5.0,51.0,-1.0,3.3,겨울
7822,한식,2024-02-17,0.0,8.7,79.8,4.4,11.7,겨울
7823,한식,2023-12-16,1.5,4.6,47.9,-4.1,3.8,겨울
7824,한식,2023-11-19,0.0,5.4,53.5,5.9,13.4,가을
7825,한식,2024-01-06,2.4,8.7,89.7,0.7,5.2,겨울
7826,한식,2023-09-19,0.0,1.3,10.6,24.1,27.2,가을
7827,한식,2024-02-06,0.2,0.0,0.0,1.2,2.9,겨울
7828,한식,2023-10-17,0.0,10.4,92.9,13.8,20.9,가을
7829,한식,2023-09-10,0.0,5.7,44.9,25.7,29.6,가을
7830,한식,2024-03-07,2.1,2.5,21.6,3.9,8.2,봄
7831,한식,2024-01-30,0.0,9.4,91.3,1.4,8.1,겨울
7832,한식,2023-08-19,0.0,9.1,67.4,29.1,33.6,여름
7833,한식,2023-12-25,0.7,1.7,17.7,-0.7,2.1,겨울
7834,한식,2023-10-28,0.0,9.7,89.8,14.2,20.7,가을
7835,한식,2024-01-20,0.4,0.0,0.0,3.4,4.9,겨울
7836,한식,2023-09-24,0.0,9.0,74.4,21.8,26.2,가을
7837,한식,2023-09-24,0.0,9.0,74.4,21.8,26.2,가을
7838,한식,2023-11-04,0.0,2.8,26.7,17.4,20.9,가을
7839,한식,2023-09-10,0.0,5.7,44.9,25.7,29.6,가을
7840,한식,2023-05-28,41.8,0.0,0.0,19.2,20.2,봄
7841,한식,2023-08-26,0.0,7.3,55.3,26.4,30.3,여름
7842,한식,2023-09-13,15.9,0.0,0.0,22.1,24.6,가을
7843,한식,2023-08-31,0.0,7.0,53.4,23.9,28.9,여름
7844,한식,2023-05-01,0.0,11.4,83.2,14.6,20.8,봄
7845,한식,2023-11-04,0.0,2.8,26.7,17.4,20.9,가을
7846,한식,2023-07-01,0.0,12.4,84.4,27.7,32.9,여름
7847,한식,2023-03-26,0.0,11.1,89.5,9.4,14.0,봄
7848,한식,2023-06-03,0.0,13.3,91.1,22.0,27.8,여름
7849,한식,2023-11-08,0.0,9.4,90.4,8.4,16.1,가을
7850,한식,2023-04-08,0.0,11.9,92.2,8.8,14.9,봄
7851,한식,2023-02-02,0.0,7.6,73.8,-2.4,1.4,겨울
7852,한식,2023-08-25,0.0,8.3,62.4,26.5,30.0,여름
7853,한식,2023-07-30,25.0,9.1,64.1,28.8,34.9,여름
7854,한식,2023-09-13,15.9,0.0,0.0,22.1,24.6,가을
7855,한식,2023-05-21,0.2,5.8,40.6,17.8,21.9,봄
7856,한식,2023-09-01,0.0,12.1,93.1,24.5,29.6,가을
7857,한식,2023-02-20,0.0,9.5,86.4,-0.5,2.4,겨울
7858,한식,2023-05-06,47.5,0.0,0.0,12.6,15.5,봄
7859,한식,2023-07-07,0.0,8.7,59.2,26.7,31.4,여름
7860,한식,2023-01-19,1.0,3.1,31.3,-0.4,4.3,겨울
7861,한식,2023-06-16,0.0,12.5,84.5,23.7,28.9,여름
7862,한식,2023-05-22,0.0,7.9,54.9,20.3,26.8,봄
7863,한식,2023-11-21,0.0,9.3,93.0,7.4,14.8,가을
7864,한식,2023-06-19,0.0,11.0,74.3,28.5,34.0,여름
7865,한식,2023-04-09,0.0,12.0,93.0,10.8,17.8,봄
7866,한식,2023-11-14,0.0,9.3,91.2,5.0,10.8,가을
7867,한식,2023-07-16,9.7,0.0,0.0,24.6,25.4,여름
7868,한식,2023-04-23,0.0,4.4,32.8,16.1,22.1,봄
7869,한식,2023-02-22,0.0,9.2,82.9,1.2,8.4,겨울
7870,한식,2023-05-04,0.0,2.5,18.1,21.4,25.8,봄
7871,한식,2023-07-10,11.5,5.9,40.4,26.3,30.9,여름
7872,한식,2022-12-16,0.0,8.2,85.4,-6.3,-2.2,겨울
7873,한식,2023-04-12,0.0,10.7,82.3,10.1,15.3,봄
7874,한식,2023-01-14,1.6,0.0,0.0,6.6,8.4,겨울
7875,한식,2023-03-28,0.0,7.4,59.7,9.2,15.7,봄
7876,한식,2023-04-02,0.0,11.7,92.9,18.8,25.2,봄
7877,한식,2023-07-22,12.3,6.4,44.4,27.7,32.5,여름
7878,한식,2023-04-26,0.0,4.1,30.1,10.2,13.5,봄
7879,한식,2023-03-13,0.0,9.8,83.1,2.9,7.6,봄
7880,한식,2023-05-23,0.0,13.2,91.7,20.5,26.9,봄
7881,한식,2022-11-07,0.0,4.4,42.3,11.4,16.6,가을
7882,한식,2023-04-08,0.0,11.9,92.2,8.8,14.9,봄
7883,한식,2022-12-14,0.0,8.9,92.7,-8.4,-4.9,겨울
7884,한식,2023-02-09,0.0,6.7,63.2,4.0,9.9,겨울
7885,한식,2023-06-15,0.0,8.8,59.5,22.7,28.3,여름
7886,한식,2024-01-04,0.0,0.5,5.2,1.4,4.7,겨울
7887,한식,2022-11-03,0.0,0.6,5.7,9.3,13.4,가을
7888,한식,2023-02-09,0.0,6.7,63.2,4.0,9.9,겨울
7889,한식,2023-01-09,0.0,7.8,80.4,3.1,7.0,겨울
7890,한식,2023-03-07,0.0,7.0,60.3,11.7,19.4,봄
7891,한식,2023-03-27,0.0,11.1,89.5,7.3,14.5,봄
7892,한식,2022-11-09,0.0,5.3,51.0,11.4,16.0,가을
7893,한식,2023-04-19,0.0,12.3,92.5,19.1,28.4,봄
7894,한식,2023-06-13,0.0,9.9,67.3,22.0,26.0,여름
7895,한식,2023-03-01,0.0,4.1,36.3,6.0,9.0,봄
7896,한식,2023-02-21,0.0,10.0,90.9,-1.3,4.8,겨울
7897,한식,2023-04-08,0.0,11.9,92.2,8.8,14.9,봄
7898,한식,2022-12-03,1.1,2.6,26.8,2.1,7.0,겨울
7899,한식,2023-02-03,0.0,8.6,82.7,-1.6,3.4,겨울
7900,한식,2023-05-09,0.0,12.8,91.4,17.0,24.4,봄
7901,한식,2023-03-26,0.0,11.1,89.5,9.4,14.0,봄
7902,카페,2024-03-08,0.0,10.4,88.9,2.1,6.5,봄
7903,카페,2024-05-28,0.0,11.1,76.6,20.4,26.1,봄
7904,카페,2024-06-23,5.1,3.8,25.7,25.1,30.1,여름
7905,카페,2024-05-06,12.3,0.0,0.0,13.9,15.7,봄
7906,카페,2024-06-08,16.9,2.5,17.0,20.3,25.0,여름
7907,카페,2024-02-17,0.0,8.7,79.8,4.4,11.7,겨울
7908,카페,2024-03-20,0.0,9.0,74.4,4.4,8.7,봄
7909,카페,2024-06-30,32.2,0.0,0.0,23.5,24.9,여름
7910,카페,2024-04-23,0.0,6.0,44.4,17.3,24.2,봄
7911,카페,2023-11-12,0.0,9.5,92.2,1.2,5.7,가을
7912,카페,2024-04-19,0.0,10.4,78.2,17.6,24.3,봄
7913,카페,2024-06-10,0.0,11.9,81.0,24.7,31.1,여름
7914,카페,2024-04-30,0.0,5.5,40.1,18.6,22.5,봄
7915,카페,2023-12-05,0.0,6.8,70.1,6.8,12.6,겨울
7916,카페,2024-03-02,0.0,5.8,50.9,-0.5,4.1,봄
7917,카페,2024-02-24,2.3,5.5,49.5,2.0,5.9,겨울
7918,카페,2024-01-06,2.4,8.7,89.7,0.7,5.2,겨울
7919,카페,2024-01-20,0.4,0.0,0.0,3.4,4.9,겨울
7920,카페,2024-06-11,0.0,10.2,69.4,25.4,31.6,여름
7921,카페,2023-12-08,0.0,5.3,54.6,11.2,16.8,겨울
7922,카페,2023-10-19,8.2,0.0,0.0,17.0,18.9,가을
7923,카페,2024-03-05,0.0,0.1,0.9,8.0,11.0,봄
7924,카페,2023-08-23,41.8,0.1,0.7,24.8,27.2,여름
7925,카페,2023-10-21,1.1,8.6,77.5,10.4,16.6,가을
7926,카페,2023-10-28,0.0,9.7,89.8,14.2,20.7,가을
