가게 이름,댓글,날짜,강수량,최고기온(℃),평균기온(℃),최저기온(℃),일조합(hr),일조율(%),일사합(MJ/m2),계절,날씨,ㅁ,눈
"카페,디저트",Overrated… cost is a bit high and staff wasn’t that ki nd with us as foreigners. They have rules for not spe aking loudly and to only stay 2 hours… but 😤...,2024-01-29,0.0,4.6,-0.4,-4.8,9.2,90.2,12.65,겨울,맑음,,
"카페,디저트",시즌 메뉴가 있어서 갈 때마다 새로운 메뉴를 먹어볼 수 있어요~ 딸기 다쿠아즈 녹차 크림이 진해서 완전 취저ㅠㅜㅠ❤️❤️,2024-02-03,0.0,8.3,4.7,-0.2,1.0,9.6,6.77,겨울,흐림,,
"카페,디저트",,2024-05-17,0.0,24.9,18.3,10.8,10.8,75.5,24.4,봄,맑음,,
"카페,디저트","작당모의는 예전부터 연남동에서 가고 싶었던 카페에 서 찜콩 해뒀던 곳인데 이렇게 낮에 방문해서 너무 좋 았어요 -! 햇살 맛집, 디저트 맛집이랄까요 : ) ...",2023-10-15,0.0,21.2,16.1,10.9,6.1,54.0,13.73,가을,맑음,,
"카페,디저트",도란도란 오순도순 시간 보낼 수 있는 곳인줄 알았는데 .. 너무나도 핫플 .. 게다가 공간도 작고 테이블도 낮아요 .. 인스타 사진 건지긴 제격 !,2024-01-16,0.0,4.3,-2.1,-7.2,8.3,83.8,11.86,겨울,맑음,,
"카페,디저트","늦게가면 웨이팅이 있어요. 음료와 디저트가 대체적
으로 비싸요. 가격에 비해 다른 카페와 차별화된 맛의 
느낌은 없어요. 디저트랑 같이 먹으면 좋을거같아요.",2024-01-18,0.5,9.4,4.5,1.4,6.3,63.6,9.86,겨울,눈,96.0,눈
"카페,디저트",웨이팅은 갈 때마다 항상 있었습니다. 그런데 항상 웨 이팅이 있는 걸 직원들이 분명히 알고 있을텐데 웨이 팅 위치에 대한 공지가 없었습니다. 그래서 건...,2024-02-19,8.9,11.9,9.1,4.2,0.0,0.0,1.37,겨울,비,,
"카페,디저트",사진 찍기는 진짜 좋은 곳!,2024-04-14,0.0,29.4,20.8,13.6,11.7,89.3,24.93,봄,맑음,,
"카페,디저트","따듯한 느낌의 인테리어고 생각보다 테이블이 떨어져있어서 이야기 나누기도 좋았어요!
따수운 밀크티 맛있음😛",2023-12-15,31.1,6.2,4.9,3.7,0.0,0.0,1.48,겨울,비,,
"카페,디저트",#작당모의 #말차슈페너,2024-05-02,0.0,23.7,18.1,12.4,12.8,92.8,28.72,봄,맑음,,
"카페,디저트",음료도 맛있고 카페도 예뻐요. 케이크도 너무 맛있어 보였는데 밥먹으러 가야되서 아쉬웠어요. 유명한 곳 이라 사람 많고 웨이팅있고 조용하지는 않습니...,2023-12-30,13.1,2.1,0.6,-0.9,0.0,0.0,0.69,겨울,눈,86.0,눈
"카페,디저트","오랜만에 재방문했어요~예전에는 없었던 시즌티라미
수먹었는데 너무맛있어서 리뷰남기려고 먹다가 사진
남겼네요!! 직원분들도여전히친절해서 기분좋...",2024-01-02,0.0,4.3,2.9,2.2,0.3,3.1,3.87,겨울,흐림,,
"카페,디저트",딸기시즌이라 잘 먹고 왔습니다! 근데 매장 2시간이용 이라 쫓겨났네요 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 웨이 팅 있을경우 2시간이용제한이라고 적혀있긴한...,2024-01-11,0.0,4.5,1.7,-2.4,0.4,4.1,4.58,겨울,눈,94.0,눈
"카페,디저트",추천이요 재구매의사있습니다,2024-06-15,6.1,28.2,24.2,21.8,3.4,23.0,15.71,여름,비,,
"카페,디저트",...솔직히 잘 모르겠음.. 너무 친절하고 가게도 예뻤지만 비싼 값에 커피는 지극히 평범,2024-01-18,0.5,9.4,4.5,1.4,6.3,63.6,9.86,겨울,눈,96.0,눈
"카페,디저트",,2024-04-10,0.0,18.5,13.8,10.2,3.9,30.0,15.38,봄,흐림,,
"카페,디저트","웨이팅을 꼬옥..해야만 하는 요즘 카페,,,🥹 나가면 들 어오는 시스템이라 안은 생각모다 심플하고 편하더라 구요~! 끊임없이 들어오는 손님들 덕에 디저트...",2023-08-27,0.0,29.6,26.1,22.7,1.2,9.1,12.0,여름,흐림,,
"카페,디저트",무화가 시리즈가 있다는게 넘 맘에 들어요! 음료 위에 크림이 넘 맛있어요! 🥹 매장은 사람이 꽉 찼는데도 조명 때문인지 어수선하지 않고 아늑해요. 특히...,2023-10-29,0.0,21.8,14.9,9.8,9.7,89.8,15.3,가을,맑음,,
"카페,디저트",🫶🫶🫶,2024-04-27,0.0,26.2,18.2,11.5,12.5,91.9,28.23,봄,맑음,,
"카페,디저트",작당모의 홍차 너무 맛있어용~! 인테리어 예쁘구요! 크게 떠들지는 못하는 곳이라 저는 혼자갔는데 자리 살짝 지정되어있어서 좀 불편한 자리 앉았어요.,2023-10-27,0.0,20.2,15.7,12.6,4.6,42.6,10.07,가을,흐림,,
"카페,디저트","음료, 디저트 둘다 맛있어요! 무화과 시즌이라 그런지 무화과 음료랑 케이크 잘먹었습니다. 참고로 5인부터 는 안받아요. 1테이블 최대 4명이라고 합니다! ...",2023-10-13,0.0,21.5,17.5,14.3,2.5,21.9,9.14,가을,흐림,,
"카페,디저트",대기가 생각보다 금방줄어서 좋았고 사람많은거레비해 아늑하고 좋았어용><,2024-02-29,0.0,9.6,4.8,0.3,1.2,10.6,7.01,겨울,흐림,,
"카페,디저트",음료랑 디저트 둘 다 맛있고 테이블마다 다 잘 꾸며져있고 구석진 자리도 있어서 혼자와도 힐링하기 좋은 공간인거 같아요 다음에 친구랑 같이 오고 싶네요 😊,2024-01-01,0.0,7.3,3.3,-0.3,4.3,44.8,7.44,겨울,눈,88.0,눈
"카페,디저트","카페가 작아도 예프네요.
친구들 만나 좋은 시간 갖고왔네요.",2024-01-16,0.0,4.3,-2.1,-7.2,8.3,83.8,11.86,겨울,맑음,,
"카페,디저트","디저트 가격에 있고요..! ㅠㅠ 
웨이팅 오래 합니당..!!",2024-02-04,0.0,12.2,7.3,3.7,4.6,44.2,10.88,겨울,흐림,,
"카페,디저트","항상 웨이팅 하는 곳! 귱금해서 가봤어요~ 저녁먹을 
애매한 시간에가니 금방들어가더라구요. 음료랑 디저
트 맛있는데 가격이 사악해요ㅠㅠ",2023-11-25,0.0,4.0,-1.3,-5.9,9.1,91.9,12.67,가을,맑음,,
"카페,디저트",딸기가 달고 전체적으로 맛있어요!!,2024-02-29,0.0,9.6,4.8,0.3,1.2,10.6,7.01,겨울,흐림,,
"카페,디저트",연남동에 이런 조용한 카페가 있어서 좋아요.,2024-01-23,0.0,-8.2,-11.7,-14.0,9.1,91.0,13.53,겨울,맑음,,
"카페,디저트",바닐라리쉬가 정말 맛있었어요.. 맛있는 바닐라 라떼에 더맛있는 크림도 얹어서 ㅎㅎ 잘마셨어요!,2023-11-30,0.0,-0.5,-4.3,-7.3,9.2,93.9,12.44,가을,맑음,,
"카페,디저트",딸기 디저트를 먹고싶었는데 없어서 아쉬웠네요 웨이팅을 생각보다 오래 기다리지 않아서 좋았네요 조용해서 대화하기 굿 화장실이 한칸이라 아쉽네요,2023-12-10,0.0,15.5,11.4,6.7,,0.0,,겨울,흐림,,
"카페,디저트",흐흐흐 여기 저 딸기 올라간 디저트 맛있어용💛❤️🧡,2023-12-13,0.0,10.3,6.8,2.6,2.3,24.0,6.06,겨울,흐림,,
"카페,디저트",,2024-02-13,0.0,13.7,8.2,2.0,5.5,51.4,10.98,겨울,맑음,,
"카페,디저트",인테리어가 아기자기해요!,2024-01-09,1.6,0.4,-0.6,-1.9,0.0,0.0,1.48,겨울,눈,92.0,눈
"카페,디저트",말차존맛!,2024-06-02,0.0,25.8,20.4,15.7,12.4,84.9,28.7,여름,맑음,,
"카페,디저트",말차트리 맛있어요ㅎ,2024-01-01,0.0,7.3,3.3,-0.3,4.3,44.8,7.44,겨울,눈,88.0,눈
"카페,디저트","실내인테리어가 예쁘고 조용하니 대화하기 편했어요 
커피가 맛있고 특히 타르트가 맛있어요 타르트를 안 
좋아하는데 먹으면서 맛있다를 연발했네요 강...",2023-11-29,0.0,3.0,-1.4,-4.0,2.7,27.6,4.75,가을,흐림,,
"카페,디저트",유명한 이유가 있는 카페에요 음료도 맛있지만 특히 작당 타르트가 정말 맛있어요🫶🤍 복숭아도 많이 올 라가있고 요거트 크림도 최고네요 ㅎㅎ 가격대...,2023-07-29,0.0,33.3,29.1,26.1,6.8,47.9,18.5,여름,흐림,,
"카페,디저트",맛있어서 사람들이 많은 이유를 알 것 같아요. 다만 4 8분 웨이팅이라 해서 다른곳에 가던 중이엇는데 갑자 기 웨이팅 10분만에 전화와서 5분안에 오지 않...,2024-01-14,3.1,2.4,-0.6,-3.3,0.7,7.1,1.28,겨울,비,,
"카페,디저트",디저트 너무 맛있어요,2023-12-09,0.0,16.2,13.7,11.7,0.8,8.2,4.05,겨울,흐림,,
"카페,디저트",딸기 티라미수 맛있어요🍓,2023-12-13,0.0,10.3,6.8,2.6,2.3,24.0,6.06,겨울,흐림,,
"카페,디저트",값은 비싼데 케익 맛있어요,2023-12-15,31.1,6.2,4.9,3.7,0.0,0.0,1.48,겨울,비,,
"카페,디저트","오고 싶었던 카페였는데 골목 안쪽으로 들어오니 분위기 맛집 디저트 맛집 카페였네용 :)
데이트코스로 딱이에요!",2023-09-06,0.0,32.1,27.9,24.0,11.3,88.3,22.64,가을,맑음,,
"카페,디저트",좋아요,2024-04-04,0.0,20.3,15.5,12.4,3.6,28.1,15.47,봄,흐림,,
"카페,디저트",무화과 철이라 무화과 티라미수 먹었는데 넘 맛났어요ㅠㅠ 인테리어는 인스타 갬성인만큼 예쁘고 불편합니다,2023-09-15,2.1,24.3,22.3,20.3,0.1,0.8,5.35,가을,비,,
"카페,디저트",음료도 디저트도 너무 맛있어요! 주말 낮에 왔는데도 웨이팅이 길더라고요!,2023-12-03,0.0,6.0,0.8,-2.8,9.1,92.9,11.62,겨울,맑음,,
"카페,디저트","친구픽으로 방문하게된 작당모의! 어엇. 이게왠걸.. 너 무맛있어용;;; 저랑 친구 둘다 복숭아엄청좋아하는데, 과일차, 에이드, 타르트모두 너무너무맛있슴니...",2023-08-19,0.0,33.6,29.1,26.4,9.1,67.4,21.24,여름,맑음,,
"카페,디저트","커피 맛있어요
근데 창가가 아닌 곳에 앉았더니 어둡네요
다른 메뉴도 먹어보고 싶어요!",2023-10-15,0.0,21.2,16.1,10.9,6.1,54.0,13.73,가을,맑음,,
"카페,디저트",디저트랑 음료 커피 다 맛있음!,2024-01-04,0.0,4.7,1.4,-3.3,0.5,5.2,5.22,겨울,흐림,,
"카페,디저트",눈으로 먼저 먹고 입으로 먹고 이야기 나누기도 좋고 밖은 더운데 안 은 시원하고 편하게 휴식하다 갑니다. 분위기 좋네요 커피도 맛있어요~,2023-08-01,0.0,34.2,29.9,25.5,10.3,73.0,21.25,여름,맑음,,
"카페,디저트",분위기 너무 좋고 디저트가 맛있어요♥️,2023-09-18,0.0,28.9,24.7,22.1,4.9,39.5,13.83,가을,흐림,,
"카페,디저트","카페 분위기도 좋고, 무엇보다 메뉴 비쥬얼이 완전 취
향저격이에요💖💖 먹기 아까운 비쥬얼인데 맛도 너
무 좋았습니당! 연남동 카페 ㅈㄷㅁㅇ 추천👍🏻👍🏻",2023-07-31,0.3,33.4,28.7,25.6,6.5,46.1,20.26,여름,비,,
"카페,디저트",무화과가 맛있는 카페,2023-10-19,8.2,18.9,17.0,14.9,0.0,0.0,2.88,가을,비,,
"카페,디저트",리뷰가 좋아 궁금했던곳인데 드디어 가봤네요. 디저 트는 쑥관련 베이커리류들만 있어서 패스하고 음료만 시켰습니다. 맛있어요. 카페 정책이 특이하고 ...,2023-11-27,3.6,9.3,6.2,4.4,0.9,9.1,2.35,가을,비,,
"카페,디저트",,2024-04-12,0.0,24.2,17.2,12.0,9.8,74.8,23.59,봄,맑음,,
"카페,디저트",맛나용~,2024-02-16,0.0,8.1,2.3,-1.5,7.9,73.1,13.32,겨울,맑음,,
"카페,디저트","카페가 예쁘고 분위기가 좋았어요. 주말에 가서 그런
지 웨이팅 있었는데 테이블링 걸어놓고 딴데 구경하
고 와서 괜찮았어요. 음료는 무난했고 티라미...",2023-09-09,0.0,31.2,25.8,20.8,10.9,85.8,22.64,가을,맑음,,
"카페,디저트",분위기 좋고 맛나요,2023-12-16,1.5,3.8,-4.1,-9.9,4.6,47.9,8.49,겨울,눈,78.0,눈
"카페,디저트","조금 불친절하고 음료와 케이크는 다른 후기들 만큼
은 아니네요~ㅠ 그나마 커피가 맛있었어요~ 밀크티
는 진한 맛이 없어요~",2024-02-29,0.0,9.6,4.8,0.3,1.2,10.6,7.01,겨울,흐림,,
"카페,디저트",제철 과일을 이용한 음료와 디저트를 파는 곳으로 몇 년 전부터 가보고 싶었던 곳이었어요 추석 연휴 첫날 2시쯤 웨이팅 걸고 45분쯤? 입장했어요 작당모...,2023-09-28,0.0,27.3,22.7,19.6,8.4,70.0,17.06,가을,맑음,,
"카페,디저트",굿,2024-02-29,0.0,9.6,4.8,0.3,1.2,10.6,7.01,겨울,흐림,,
"카페,디저트",정책이 좀 빡빡한거같아서 눈치보이고 맘편하게 ㅅ더어갈 곳은 아닌듯요,2023-11-16,8.4,7.4,6.6,5.7,0.0,0.0,1.09,가을,비,,
"카페,디저트","티라미수가 12000원이길래 꽤나 비싸네 했는데 양이 진짜 어마어마하더라구요!! 🤪 음료도 가격대에 알맞 게 양이 많았어요! 주말엔 웨이팅이 있어요, 2...",2023-07-29,0.0,33.3,29.1,26.1,6.8,47.9,18.5,여름,흐림,,
"카페,디저트",딸기 디저트 맛있었어요,2024-01-11,0.0,4.5,1.7,-2.4,0.4,4.1,4.58,겨울,눈,94.0,눈
양식,홍대에 위치한 미도인 방문했어요! 대창큐브 덮밥이 랑 등심 스테이크덮밥 한상차림 주문해서 먹었는데 구성 너무 괜찮고 맛있더라구요! 대창큐브덮밥 ...,2024-07-01,0.0,31.3,26.3,22.0,8.3,56.5,24.69,여름,맑음,,
양식,"홍대 비주얼 맛집 미도인!! 단새우스테이크 덮밥, 곱창 대창 덮밥 한상차림 너무 예쁘고 맛있어요~ 한상차림 에 나오는 밑반찬도 하나같이 알차고 감태에 싸...",2024-06-01,0.0,25.2,20.7,17.5,9.4,64.4,27.02,여름,맑음,,
양식,미도인 홍대 두 번째 방문기~! 스테이크대창 한상 일 단 시키고 이번엔 마제소바로!! 샐러드까지 있어서 얼 마나 반갑던지♡ 친구도 맛있게 잘 먹었다고 해...,2024-05-29,0.0,26.8,21.2,15.4,13.2,91.0,29.38,봄,맑음,,
양식,"홍대 주말에 놀러갔다가 우연히 발견한 집. 미도인 맛 있다는 이야기는 전해들었는데, 실제로 먹어본 것은 처음이이에요. 대창 덮밥, 스테이크, 면까지 너...",2024-04-10,0.0,18.5,13.8,10.2,3.9,30.0,15.38,봄,흐림,,
양식,"홍대 ""미도인""을 방문했습니다. › ᴗ ‹⋆ 등심 트리플 스 테이크는 고기의 육즙과 부드럽고 촉촉한 식감이 특 징이었으며, 메쉬 포테이토를 곁들여 먹으니 더...",2024-04-20,4.8,17.2,14.9,13.0,0.0,0.0,4.46,봄,비,,
양식,"저녁 시간대쯤 배가고파서 먹을 곳을 찾다가 미도인 으로 왔는데, 진짜 항상 먹는 가정식으로 먹었는데 올 때마다 너무 맛있는 거 같아요😆😆무엇보다...",2024-07-01,0.0,31.3,26.3,22.0,8.3,56.5,24.69,여름,맑음,,
양식,"홍대 물가 비싼데, 가격대비 만족 스러운 곳을 찾은것 같습니다. 지도 안보고 발길 닫는데로 가다가 먹었는 데 고기도 찰지며 부드럽고 와사비와의 궁합이 ...",2024-04-13,0.0,27.3,19.1,11.2,12.1,92.4,25.65,봄,맑음,,
양식,홍대 맛집이라고 해서 방문해봤는데 맛집 맞는 거 같 습니다. 스테이크가 질기지도 않고 아주 부드럽고 맛 있고 와사이비와 생강이 왜 들어가 있는지 살짝...,2024-05-01,0.0,24.0,18.5,13.9,9.8,71.0,26.05,봄,맑음,,
양식,동양적인 고풍스러운 인테리어 에 서양적인 세련미를 풍기는 분위기로 홍대에서 인기 있는 맛집 이예요😃 핫플레이스 인 이곳은 다행히 브레이크 타임이 ...,2024-02-26,0.0,9.7,3.8,-1.2,6.8,60.7,14.98,겨울,맑음,,
양식,"홍대에 놀러왔다가 급격히 배가 고파저 찾아온 미도
인 기대 없이 왔는데 고기 열라 부드러움 ㅎ밥 나오기 
전 직원분께서 게임까지 ! 짧은 시간 잼나고 맛...",2024-06-05,0.0,30.1,23.6,18.1,10.4,70.7,25.14,여름,맑음,,
양식,직원분도 친절하고 진행하는 이벤트도 정말 재미있고 신선했어요 다음에도 또 올거 같아요,2024-06-18,0.0,32.9,26.0,20.4,13.4,90.5,29.22,여름,맑음,,
양식,"탄탄면, 까르보나라, 스테이크덮밥 먹었어요. ♡ 맛집 이예요 싹다먹었습니당! 맛집이라서 그런지 혼밥 하 시는분들도 많았어용 ㅋㅋ또오겠습니다 직원...",2024-04-08,0.0,22.8,16.2,11.0,2.0,15.5,14.44,봄,흐림,,
양식,덮밥이 유명하기에 가족끼리 방문했어요. 7그릇만 한 정판매한다는 스테이크덮밥을 먹으러 갔지만 오픈 15 분 정도 후에 도착했는데 택도 없더라고요 ㅎㅎ...,2024-02-28,0.0,10.1,6.4,3.2,1.7,15.0,10.2,겨울,흐림,,
양식,합정 데이트 온 김에 미도인 들렸는데 역시 최고 .. 곱 창라멘 맛은 진짜 굿입니다 ? 🤍 맨날 먹고싶어요.. 적당히 맵고 적당히 라멘맛 나면서 맛있는 !!!! ...,2024-04-12,0.0,24.2,17.2,12.0,9.8,74.8,23.59,봄,맑음,,
양식,예전에 리뷰없이 이용한적있는데 그때도 지금도 직원 분들께소 친절하시고 음식도 빨리나오고 맛도 있어요 ! 사장님께서 친절하고 재미있게 말씀해주시고 ...,2024-06-06,0.0,31.4,24.1,19.3,9.3,63.3,24.47,여름,맑음,,
양식,두 번째 방문인데 음식도 맛있고 양도 많아서 엄청 배 불렀어요! 매장도 넓고 쾌적한데다 유명한 곳이라 사 람들 좀 있었는데 회전율이 좋아서 대기 없이 ...,2024-06-06,0.0,31.4,24.1,19.3,9.3,63.3,24.47,여름,맑음,,
양식,너무 배고파서 메뉴만 보고 들어왔는데 질도 맛도 만 족입니다😀 특히 남자친구가 시킨 대창큐브스테이크 덮밥의 간이 마음에 쏙들었어요.. 제가 먹은 덮...,2024-04-02,0.0,23.9,15.4,7.0,9.5,74.8,21.69,봄,맑음,,
양식,너무 친절하시고 미도인은 역시 언제나 실망시키지 않는 맛이에요!! 고기도 야들야들하고 너무 맛있어요!,2024-06-14,0.0,33.0,26.3,21.4,9.1,61.5,24.24,여름,맑음,,
양식,매장 분위기가 좋았어요 이벤트 게임도 해서 음식 기다리는 동안 심심하지 않게 기다릴 수 있었습니다!,2024-06-13,0.0,32.8,26.4,20.0,13.3,90.5,29.8,여름,맑음,,
양식,여자친구랑 항상 오는 미도인 맛집이에요 개인적으로 다른 미도인 지점 보다 여기가 제일 좋은거 같아요 직 원분들도 항상 친절하시고 음식도 너무 맛있어...,2024-05-31,1.0,25.4,20.4,16.9,11.8,80.8,30.31,봄,비,,
양식,홍대 놀러오면서 뭐먹을지 고민하다가 미도인이라는 이름 들어본거 같아서 왔어요! 고기 엄청 부드럽고 맛 있구 새우좋아하시면 단새우 같이 나오는거 드...,2024-05-28,0.0,26.1,20.4,14.3,11.1,76.6,27.55,봄,맑음,,
양식,여기 진짜 몇번째 재방문하는지 모르겠어요..ㅜㅜㅜ 너무 맛있고 양도 적당히 많고 가게 분위기도 좋고 인테리어도 이뻐요! 완전 추천합니당,2024-07-01,0.0,31.3,26.3,22.0,8.3,56.5,24.69,여름,맑음,,
양식,대창 덮밥 정말 맛있습니다 맛과 양을 생각하면 너무 저렴한 가격이라고 생각되네요. 사장님 서비스도 엄 청 좋고 매우 친절하십니다. 음식은 매일 먹어...,2024-07-01,0.0,31.3,26.3,22.0,8.3,56.5,24.69,여름,맑음,,
양식,처음와보는 식당인데 정말 청결하고 직원분이 너무 친절하셔요! 음식도 정말 맛있고 대식가 아니라면 충 분한 양이였구용 비주얼도 이뻐서 먹는데 즐거...,2024-04-12,0.0,24.2,17.2,12.0,9.8,74.8,23.59,봄,맑음,,
양식,지인 추천으로 처음으로 와봤습니다. 매장에 들어올 때부터 직원분들이 친절히 안내해주셔서 기분 좋았었 는데. 거기서 끝났다면 모르겠지만. 아늑한 인...,2024-03-21,0.0,11.5,5.0,-1.2,11.3,92.6,22.43,봄,맑음,,
양식,"직원분들이 친절하세요
맛있게 잘 먹었습니다~!",2024-06-03,0.0,28.7,22.2,15.7,11.2,76.7,29.95,여름,맑음,,
양식,🥘명란 파스타 먹으러 종종오는데 맛있고 되게 깔끔힌 맛이예요!! 덮밥류도 맛있어요! 🍝번창하세요~~!!,2024-05-07,2.4,15.0,13.3,12.2,0.0,0.0,4.75,봄,비,,
양식,"저녁한정메뉴를 시켜먹었는데 양도 적당하고 고기도 
부드럽고 너무 맛있어요🥹 애플시나몬에이드도 적당
히 달고 같이 먹기 너무 좋았습니당👍🏻",2024-04-15,17.1,20.0,16.0,11.7,0.0,0.0,3.18,봄,비,,
양식,맛있어요!! 홍대점은 처음 와봤는데 다른 지점보다도 괜찮은 것 같아요 맛있게 잘 먹고 갑니다😋,2024-05-24,0.0,24.7,20.1,15.7,4.7,32.6,20.51,봄,흐림,,
양식,"메뉴선정을 잘한거같아요! 정말 맛있어요 리뷰이벤트
로 전액무료를 뽑을뻔해서 아쉽네요ㅎㅎ 홍대오면 자
주 올거같아요",2024-05-20,0.0,22.8,19.4,16.8,0.5,3.5,11.45,봄,흐림,,
양식,언니와 함께한 봄나들이~~ 맛집 찾다가 인테리어도 멋져보이고 맛있어보여서 오픈컷으로 찾아왔는데 역 시 맛있네요~♡ 양도 넉넉하고 음식도 깔끔합...,2024-04-04,0.0,20.3,15.5,12.4,3.6,28.1,15.47,봄,흐림,,
양식,"혜화 지점에서 먹어보고 맛있어서 홍대점 방문했어요
! 매장도 여유롭고 차분한 분위기라 편안히 식사하기
좋아요. 곱창 떡볶이 강추!!입니다",2024-05-14,0.0,24.7,18.8,12.7,13.0,91.5,30.02,봄,맑음,,
양식,"정신없이 먹느라 제대로 사진도 못찍었네요 ㅠㅠ
재료 신선하구 맛있습니다 !! 기대 안한 치즈볼이 넘 맛나서 놀랬습니다 ..ㅎㅎ👍🏻👍🏻🩵",2024-04-13,0.0,27.3,19.1,11.2,12.1,92.4,25.65,봄,맑음,,
양식,눈과 입이 즐거운 행복한 점심을 먹었습니다~,2024-06-24,0.0,27.9,24.3,21.2,7.0,47.3,19.62,여름,흐림,,
양식,"직원분들도 너무 친절하시구 넘 맛있구 가성비도 좋아요… ♥️
미도인 안가보신분들 꼭 가보시긔… ❤️‍🔥",2024-05-30,0.0,24.6,20.7,16.2,0.6,4.1,12.97,봄,흐림,,
양식,곱창대창덮밥 시켰는데 진짜 냄새도 안나고 엄청 부드러웠어요!! 진짜 너무 맛있고 친절했습니다^^,2024-05-21,0.0,28.3,21.7,16.3,9.4,65.3,26.37,봄,맑음,,
양식,"넘모 맛있어요옴!!
이벤트도 넘모 재밌었어요٩(ˊᗜˋ)و 
다음에 또 올게용🥹✨♥️",2024-05-23,0.0,26.4,20.2,15.8,12.7,88.2,30.1,봄,맑음,,
양식,떡볶이라고 써있는데 뭔가 떡볶이는 아닌 새로운 음 식. 새로운 맛인데 정말 맛있었음. 다만 조금 매운게 아쉬움. 소바라고는 했는데 소바는 아니었던 우...,2024-03-17,0.1,12.2,8.8,5.4,8.7,72.5,18.59,봄,비,,
양식,"네이버에서 리뷰도 많고 메뉴도 많길래 와봤는데 가
게 직원분들도 너무 친절하시고 날씨에 맞게 가게 온
도도 맞춰주셔서 너무 편안하고 맛있게 식사할 ...",2024-05-10,0.0,23.8,17.9,12.5,12.5,88.7,28.02,봄,맑음,,
양식,"맛있고 인테리어도 이쁘고 좋은 곳~~~ 나오는 노래도
식당 분위기랑 잘 맞고 이벤트가 재밌어서 서울 올라
오면 또 올 거 같아요~ 홍대 오면 꼭 가야할 맛...",2024-06-13,0.0,32.8,26.4,20.0,13.3,90.5,29.8,여름,맑음,,
양식,"너무 맛있게 잘 먹었습니다! 
매장도 청결하고 그릇들도 예쁘고 직워분들도 친절하셔서 한 끼 식사를 알차게 즐길 수 있었어요🙂",2024-04-25,0.0,20.8,14.4,10.3,6.2,45.6,18.59,봄,흐림,,
양식,영업시간조차 제대로 기재가 안된 가게에요. 기본이 안되어 있어서 제가 추천해서 간 곳인데 상대방에게 미안했어요. 덮밥 한그릇 가격은 비싼편이지만...,2024-04-28,0.0,28.9,20.7,13.0,11.4,83.2,25.14,봄,맑음,,
양식,맛있게 먹었습니다! 생각보다 고기 양이 넉넉해요. 질기지 않고 딱 좋았습니다.,2024-05-24,0.0,24.7,20.1,15.7,4.7,32.6,20.51,봄,흐림,,
양식,바로입장할 수 있어서 너무 좋았고 밥 양도 푸짐하고 너무 맛있었어요!!! 경품 추첨하는게 너무 새롭고 재밌었습니다!!😭😋😋,2024-06-26,0.0,31.6,24.9,18.9,12.3,83.1,27.64,여름,맑음,,
양식,홍대 오면 자주 들르는 곳이에요😍😍 마제소바 너무너무 맛있고 공기밥 무료로 주셔서 정말 좋아요!!! 매장도 청결하고 쾌적하고 좋습니당🥰,2024-06-08,16.9,25.0,20.3,17.9,2.5,17.0,9.7,여름,비,,
양식,열번째 오는 맛집…!!! 홍대 약속은 무조건 미도인으로 와욤ㅎㅎ 같이 온 친구들도 다 만족하는 만집 ㅎㅎ 다 섯개밖에 선택을 못하는 게 아쉬울 정도로 최고...,2024-04-25,0.0,20.8,14.4,10.3,6.2,45.6,18.59,봄,흐림,,
양식,직원분들이 모두 친절하시고 음식도 정말 맛있어요! 고기가 입에서 진짜 사르르 녹습니다😋,2024-05-21,0.0,28.3,21.7,16.3,9.4,65.3,26.37,봄,맑음,,
양식,사장님 직원분도 다 너무 친절하시고 재밌고 너무너무 맛있어요ㅠㅠ 이벤트 하는데 진행을 진짜 재밌게 해주셔서 더운 날 기분 좋아졌어요,2024-06-05,0.0,30.1,23.6,18.1,10.4,70.7,25.14,여름,맑음,,
양식,큐브 스테이크 덮밥 짱 맛있어요! 고기도 하나도 안질 기고 간도 딱 맞아서 맛있게 먹었어요 자몽 허니 에이 드도 적당히 달달하니 맛있습니다ㅏ 다음에 또...,2024-05-13,0.0,24.5,18.3,11.9,13.1,92.9,30.09,봄,맑음,,
양식,무슨 이벤트 같은 것도 있고 밥도 맛있어요 홍대 올때마다 여기 와서 밥 먹어요 ㅎㅎㅎ,2024-06-24,0.0,27.9,24.3,21.2,7.0,47.3,19.62,여름,흐림,,
양식,맛있어요 스테이크 덮밥 짱,2024-05-27,0.0,22.6,18.5,14.1,9.9,68.3,26.89,봄,맑음,,
양식,늦은 점심 먹으러 왔는데 깨끗하고 음식도 맛있어서 너무 잘 먹고 갑니당 ! 친절하게 해주셔서 기분도 좋게 다녀갔어용 :) 음식 종류도 다양해서 다음에 방...,2024-04-16,2.3,17.9,13.3,11.5,3.7,28.0,13.45,봄,비,,
양식,리뷰보고 찾은 미도인 일요일 12시 맞추어서 갔는데 그나마 기다리지않고 바로 먹을수 있었어요 비쥬얼은 진짜 맛나보였지만 막상 먹으니 얘들 입맛에 맞...,2024-02-04,0.0,12.2,7.3,3.7,4.6,44.2,10.88,겨울,흐림,,
양식,너무 맛있게 잘먹었습니다 서비스도 주셔서 야물딱지게 먹고 갑니자,2024-07-01,0.0,31.3,26.3,22.0,8.3,56.5,24.69,여름,맑음,,
